ItemID,Year,Quantity,VehID
512426,2006,32432,2006AudiA6-512426-2006
512428,2006,34764,2006HyundaiTiburon-512428-2006
512512,2006,90442,2006PontiacVibe-512512-2006
LK003,2006,177006,2006FordFocus-LK003-2006
LK004,2006,177006,2006FordFocus-LK004-2006
LK005,2006,232457,2006NissanAltima-LK005-2006
LK006,2006,232457,2006NissanAltima-LK006-2006
LK007,2006,35110,2006VolkswagenBeetle-LK007-2006
LK007,2006,17089,2006VolkswagenGolf-LK007-2006
LK007,2006,103331,2006VolkswagenJetta-LK007-2006
LK008,2006,35110,2006VolkswagenBeetle-LK008-2006
LK008,2006,17089,2006VolkswagenGolf-LK008-2006
LK008,2006,103331,2006VolkswagenJetta-LK008-2006
LK009,2006,232457,2006NissanAltima-LK009-2006
LK009,2006,69763,2006NissanMaxima-LK009-2006
LK010,2006,232457,2006NissanAltima-LK010-2006
LK010,2006,69763,2006NissanMaxima-LK010-2006
LK011,2006,142502,2006FordFusion-LK011-2006
LK011,2006,66203,2006Mazda6-LK011-2006
LK011,2006,35853,2006MercuryMilan-LK011-2006
LK012,2006,142502,2006FordFusion-LK012-2006
LK012,2006,66203,2006Mazda6-LK012-2006
LK012,2006,35853,2006MercuryMilan-LK012-2006
LK015,2006,157395,2006FordEscape-LK015-2006
LK015,2006,26785,2006MazdaTribute-LK015-2006
LK016,2006,157395,2006FordEscape-LK016-2006
LK016,2006,26785,2006MazdaTribute-LK016-2006
LK023,2006,129794,2006ToyotaHighlander-LK023-2006
LK024,2006,129794,2006ToyotaHighlander-LK024-2006
LK025,2006,129794,2006ToyotaHighlander-LK025-2006
LK026,2006,129794,2006ToyotaHighlander-LK026-2006
LK027,2006,129794,2006ToyotaHighlander-LK027-2006
LK028,2006,129794,2006ToyotaHighlander-LK028-2006
LK029,2006,387388,2006ToyotaCorolla-LK029-2006
LK030,2006,387388,2006ToyotaCorolla-LK030-2006
LK037,2006,448445,2006ToyotaCamry-LK037-2006
LK038,2006,448445,2006ToyotaCamry-LK038-2006
LK039,2006,448445,2006ToyotaCamry-LK039-2006
LK040,2006,448445,2006ToyotaCamry-LK040-2006
LK053,2006,34735,2006HyundaiAccent-LK053-2006
LK054,2006,34735,2006HyundaiAccent-LK054-2006
LK059,2006,163269,2006ToyotaSienna-LK059-2006
LK060,2006,163269,2006ToyotaSienna-LK060-2006
LK061,2006,163269,2006ToyotaSienna-LK061-2006
LK062,2006,163269,2006ToyotaSienna-LK062-2006
LK071,2006,45221,2006PontiacVibe-LK071-2006
LK072,2006,45221,2006PontiacVibe-LK072-2006
LK073,2006,354441,2006HondaAccord-LK073-2006
LK074,2006,354441,2006HondaAccord-LK074-2006
B698412,2006,179229,2006FordExplorer-B698412-2006
B698412,2006,29567,2006MercuryMountaineer-B698412-2006
B698413,2006,179229,2006FordExplorer-B698413-2006
B698413,2006,29567,2006MercuryMountaineer-B698413-2006
513268,2006,121482,2006InfinitiG35-513268-2006
513268,2006,49270,2006Nissan350Z-513268-2006
513269,2006,786,2006InfinitiQ45-513269-2006
513271,2006,141212,2006DodgeDurango-513271-2006
513279,2006,51352,2006CadillacSTS-513279-2006
513100,2006,349606,2006FordTaurus-513100-2006
513109,2006,2910,2006DodgeViper-513109-2006
513121,2006,91908,2006BuickRendezvous-513121-2006
513123,2006,422280,2006DodgeGrand Caravan-513123-2006
513125,2006,24568,2006BMWZ4-513125-2006
513132,2006,2910,2006DodgeViper-513132-2006
513133,2006,46334,2006MitsubishiLancer-513133-2006
513138,2006,138714,2006ChryslerSebring-513138-2006
513138,2006,102786,2006DodgeStratus-513138-2006
513139,2006,6406,2006CadillacXLR-513139-2006
513139,2006,73036,2006ChevroletCorvette-513139-2006
513157,2006,55346,2006MitsubishiGalant-513157-2006
513158,2006,160542,2006JeepWrangler-513158-2006
513160,2006,91908,2006BuickRendezvous-513160-2006
513160,2006,579736,2006ChevroletImpala-513160-2006
513160,2006,217268,2006PontiacGrand Prix-513160-2006
513176,2006,133557,2006JeepLiberty-513176-2006
513177,2006,267114,2006JeepLiberty-513177-2006
513179,2006,142144,2006BuickLaCrosse-513179-2006
513179,2006,193030,2006BuickLucerne-513179-2006
513179,2006,91908,2006BuickRendezvous-513179-2006
513179,2006,116448,2006CadillacDTS-513179-2006
513179,2006,579736,2006ChevroletImpala-513179-2006
513179,2006,217268,2006PontiacGrand Prix-513179-2006
513187,2006,91908,2006BuickRendezvous-513187-2006
513188,2006,25382,2006BuickRainier-513188-2006
513188,2006,7606,2006ChevroletSSR-513188-2006
513188,2006,349594,2006ChevroletTrailblazer-513188-2006
513188,2006,148904,2006GMCEnvoy-513188-2006
513188,2006,9714,2006IsuzuAscender-513188-2006
513188,2006,11578,2006Saab9-7x-513188-2006
513189,2006,227776,2006ChevroletEquinox-513189-2006
513189,2006,86348,2006PontiacTorrent-513189-2006
513189,2006,177162,2006SaturnVue-513189-2006
513190,2006,86348,2006PontiacTorrent-513190-2006
513190,2006,177162,2006SaturnVue-513190-2006
513191,2006,48266,2006Saab45538-513191-2006
513192,2006,9984,2006Saab45540-513192-2006
513193,2006,21896,2006SuzukiXL-7-513193-2006
513197,2006,23896,2006BuickTerraza-513197-2006
513197,2006,109692,2006CadillacCTS-513197-2006
513197,2006,44086,2006CadillacSRX-513197-2006
513197,2006,51352,2006CadillacSTS-513197-2006
513198,2006,44086,2006CadillacSRX-513198-2006
513201,2006,156486,2006ChryslerPacifica-513201-2006
513203,2006,91908,2006BuickRendezvous-513203-2006
513203,2006,579736,2006ChevroletImpala-513203-2006
513203,2006,217268,2006PontiacGrand Prix-513203-2006
513204,2006,422898,2006ChevroletCobalt-513204-2006
513205,2006,422898,2006ChevroletCobalt-513205-2006
513205,2006,204084,2006SaturnIon-513205-2006
513206,2006,422898,2006ChevroletCobalt-513206-2006
513206,2006,202596,2006ChevroletHHR-513206-2006
513206,2006,204084,2006SaturnIon-513206-2006
513208,2006,66400,2006VolvoXC90-513208-2006
513214,2006,395932,2006ChevroletMalibu-513214-2006
513214,2006,315288,2006PontiacG6-513214-2006
513215,2006,395932,2006ChevroletMalibu-513215-2006
513215,2006,315288,2006PontiacG6-513215-2006
513217,2006,11268,2006PontiacGTO-513217-2006
513218,2006,11268,2006PontiacGTO-513218-2006
513219,2006,52770,2006MitsubishiEclipse-513219-2006
513219,2006,28034,2006MitsubishiEndeavor-513219-2006
513219,2006,55346,2006MitsubishiGalant-513219-2006
513220,2006,168884,2006SubaruLegacy-513220-2006
513221,2006,333060,2006FordMustang-513221-2006
513222,2006,333060,2006FordMustang-513222-2006
513223,2006,44664,2006MercuryMontego-513223-2006
513224,2006,287294,2006Chrysler300-513224-2006
513224,2006,228402,2006DodgeCharger-513224-2006
513224,2006,80190,2006DodgeMagnum-513224-2006
513225,2006,287294,2006Chrysler300-513225-2006
513225,2006,80190,2006DodgeMagnum-513225-2006
513226,2006,78342,2006MiniCooper-513226-2006
513228,2006,152196,2006DodgeDakota-513228-2006
513228,2006,15190,2006MitsubishiRaider-513228-2006
513229,2006,152196,2006DodgeDakota-513229-2006
513229,2006,15190,2006MitsubishiRaider-513229-2006
513230,2006,125952,2006FordCrown Victoria-513230-2006
513230,2006,78590,2006LincolnTown Car-513230-2006
513230,2006,109376,2006MercuryGrand Marquis-513230-2006
513232,2006,50125,2006FordFreestar-513232-2006
513232,2006,4467,2006MercuryMonterey-513232-2006
513233,2006,50125,2006FordFreestar-513233-2006
513233,2006,4467,2006MercuryMonterey-513233-2006
513234,2006,176994,2006JeepCommander-513234-2006
513234,2006,278296,2006JeepGrand Cherokee-513234-2006
513236,2006,23896,2006BuickTerraza-513236-2006
513236,2006,776,2006PontiacMontana-513236-2006
513236,2006,14342,2006SaturnRelay-513236-2006
513237,2006,202596,2006ChevroletHHR-513237-2006
513238,2006,51352,2006CadillacSTS-513238-2006
513250,2006,4604,2006SuzukiVerona-513250-2006
513252,2006,23002,2006AcuraRL-513252-2006
513253,2006,206662,2006VolkswagenJetta-513253-2006
513253,2006,108416,2006VolkswagenPassat-513253-2006
513257,2006,304094,2006ToyotaRAV4-513257-2006
513258,2006,304094,2006ToyotaRAV4-513258-2006
513259,2006,39420,2006PontiacSolstice-513259-2006
513260,2006,39420,2006PontiacSolstice-513260-2006
513262,2006,16080,2006AudiA3-513262-2006
513262,2006,34178,2006VolkswagenGolf-513262-2006
513265,2006,213942,2006ToyotaPrius-513265-2006
515042,2006,174406,2006FordExpedition-515042-2006
515042,2006,47894,2006LincolnNavigator-515042-2006
515043,2006,174406,2006FordExpedition-515043-2006
515043,2006,47894,2006LincolnNavigator-515043-2006
515052,2006,184840,2006FordRanger-515052-2006
515053,2006,78034,2006CadillacEscalade-515053-2006
515053,2006,915939,2006ChevroletSilverado 1500-515053-2006
515053,2006,322982,2006ChevroletTahoe-515053-2006
515053,2006,303460,2006GMCSierra 1500-515053-2006
515053,2006,142952,2006GMCYukon-515053-2006
515054,2006,78034,2006CadillacEscalade-515054-2006
515054,2006,915939,2006ChevroletSilverado 1500-515054-2006
515054,2006,322982,2006ChevroletTahoe-515054-2006
515054,2006,303460,2006GMCSierra 1500-515054-2006
515054,2006,142952,2006GMCYukon-515054-2006
515058,2006,71810,2006ChevroletSilverado 3500-515058-2006
515058,2006,303460,2006GMCSierra 1500-515058-2006
515058,2006,23791,2006GMCSierra 3500-515058-2006
515058,2006,34214,2006HummerH2-515058-2006
515064,2006,155020,2006NissanFrontier-515064-2006
515064,2006,146248,2006NissanPathfinder-515064-2006
515064,2006,124650,2006NissanXterra-515064-2006
515065,2006,155020,2006NissanFrontier-515065-2006
515065,2006,146248,2006NissanPathfinder-515065-2006
515065,2006,124650,2006NissanXterra-515065-2006
515066,2006,23388,2006InfinitiQX56-515066-2006
515066,2006,65728,2006NissanArmada-515066-2006
515066,2006,144384,2006NissanTitan-515066-2006
515074,2006,3218,2006MitsubishiMontero-515074-2006
515078,2006,358458,2006FordExplorer-515078-2006
515078,2006,59134,2006MercuryMountaineer-515078-2006
515079,2006,25506,2006LincolnMark LT-515079-2006
515087,2006,71810,2006ChevroletSilverado 3500-515087-2006
515087,2006,23791,2006GMCSierra 3500-515087-2006
515088,2006,71810,2006ChevroletSilverado 3500-515088-2006
515088,2006,23791,2006GMCSierra 3500-515088-2006
515090,2006,114036,2006KiaSedona-515090-2006
515093,2006,108104,2006HummerH3-515093-2006
515104,2006,93876,2006ChevroletColorado-515104-2006
515104,2006,23979,2006GMCCanyon-515104-2006
515105,2006,93876,2006ChevroletColorado-515105-2006
515105,2006,23979,2006GMCCanyon-515105-2006
515106,2006,93876,2006ChevroletColorado-515106-2006
515106,2006,23979,2006GMCCanyon-515106-2006
515107,2006,93876,2006ChevroletColorado-515107-2006
515107,2006,23979,2006GMCCanyon-515107-2006
515108,2006,93876,2006ChevroletColorado-515108-2006
515108,2006,23979,2006GMCCanyon-515108-2006
515109,2006,93876,2006ChevroletColorado-515109-2006
515109,2006,23979,2006GMCCanyon-515109-2006
515110,2006,93876,2006ChevroletColorado-515110-2006
515110,2006,23979,2006GMCCanyon-515110-2006
515111,2006,93876,2006ChevroletColorado-515111-2006
515111,2006,23979,2006GMCCanyon-515111-2006
512226,2006,53596,2006BMWX5-512226-2006
512249,2006,44086,2006CadillacSRX-512249-2006
512249,2006,51352,2006CadillacSTS-512249-2006
512263,2006,51829,2006HondaElement-512263-2006
512294,2006,178351,2006ToyotaTacoma-512294-2006
512295,2006,178351,2006ToyotaTacoma-512295-2006
512308,2006,23896,2006BuickTerraza-512308-2006
512308,2006,776,2006PontiacMontana-512308-2006
513117,2006,102786,2006DodgeStratus-513117-2006
513161,2006,1444,2006HondaInsight-513161-2006
513186,2006,109692,2006CadillacCTS-513186-2006
513186,2006,51352,2006CadillacSTS-513186-2006
513199,2006,142144,2006BuickLaCrosse-513199-2006
513199,2006,193030,2006BuickLucerne-513199-2006
513199,2006,91908,2006BuickRendezvous-513199-2006
513199,2006,116448,2006CadillacDTS-513199-2006
513199,2006,579736,2006ChevroletImpala-513199-2006
513199,2006,217268,2006PontiacGrand Prix-513199-2006
513227,2006,32432,2006AudiA6-513227-2006
513227,2006,470,2006VolkswagenPhaeton-513227-2006
513290,2006,53862,2006SuzukiGrand Vitara-513290-2006
513292,2006,33794,2006MazdaMX-5 Miata-513292-2006
513302,2006,82296,2006SubaruImpreza-513302-2006
513310,2006,162724,2006NissanMurano-513310-2006
513310,2006,63810,2006NissanQuest-513310-2006
513311,2006,121482,2006InfinitiG35-513311-2006
513334,2006,51316,2006InfinitiM45-513334-2006
513341,2006,18686,2006MazdaRX-8-513341-2006
513350,2006,33794,2006MazdaMX-5 Miata-513350-2006
513371,2006,11750,2006JaguarS-Type-513371-2006
515040,2006,206172,2006Toyota4Runner-515040-2006
515040,2006,356702,2006ToyotaTacoma-515040-2006
515051,2006,184840,2006FordRanger-515051-2006
515071,2006,915939,2006ChevroletSilverado 1500-515071-2006
515071,2006,303460,2006GMCSierra 1500-515071-2006
515163,2006,116448,2006CadillacDTS-515163-2006
518510,2006,354012,2006FordFocus-518510-2006
518515,2006,314790,2006FordEscape-518515-2006
518515,2006,53570,2006MazdaTribute-518515-2006
518515,2006,67882,2006MercuryMariner-518515-2006
541001,2006,174406,2006FordExpedition-541001-2006
541001,2006,47894,2006LincolnNavigator-541001-2006
541003,2006,65728,2006NissanArmada-541003-2006
541003,2006,146248,2006NissanPathfinder-541003-2006
541004,2006,23388,2006InfinitiQX56-541004-2006
541004,2006,65728,2006NissanArmada-541004-2006
541011,2006,155020,2006NissanFrontier-541011-2006
541011,2006,124650,2006NissanXterra-541011-2006
541012,2006,3218,2006MitsubishiMontero-541012-2006
580310,2006,71810,2006ChevroletSilverado 3500-580310-2006
580310,2006,23791,2006GMCSierra 3500-580310-2006
580310,2006,34214,2006HummerH2-580310-2006
580311,2006,71810,2006ChevroletSilverado 3500-580311-2006
580311,2006,23791,2006GMCSierra 3500-580311-2006
590498,2006,774776,2006ToyotaCorolla-590498-2006
930569,2006,896890,2006ToyotaCamry-930569-2006
930569,2006,259588,2006ToyotaHighlander-930569-2006
930596,2006,197706,2006HyundaiElantra-930596-2006
930596,2006,145114,2006KiaSpectra-930596-2006
950004,2006,206172,2006Toyota4Runner-950004-2006
950004,2006,356702,2006ToyotaTacoma-950004-2006
518521,2006,464914,2006NissanAltima-518521-2006
950007,2006,99724,2006AudiA4-950007-2006
510003,2006,1908,2006AudiTT-510003-2006
510003,2006,70220,2006VolkswagenBeetle-510003-2006
510010,2006,285004,2006FordFusion-510010-2006
510010,2006,188874,2006Mazda3-510010-2006
510010,2006,34218,2006Mazda5-510010-2006
510010,2006,132406,2006Mazda6-510010-2006
510010,2006,23200,2006MazdaMPV-510010-2006
510010,2006,33794,2006MazdaMX-5 Miata-510010-2006
510010,2006,71706,2006MercuryMilan-510010-2006
510011,2006,6752,2006ToyotaLand Cruiser-510011-2006
510029,2006,314790,2006FordEscape-510029-2006
510029,2006,53570,2006MazdaTribute-510029-2006
510029,2006,67882,2006MercuryMariner-510029-2006
510034,2006,127862,2006HyundaiSanta Fe-510034-2006
510034,2006,299026,2006HyundaiSonata-510034-2006
510034,2006,76816,2006KiaOptima-510034-2006
510034,2006,74142,2006KiaSportage-510034-2006
510050,2006,33992,2006AcuraRSX-510050-2006
510050,2006,304308,2006HondaPilot-510050-2006
510050,2006,12542,2006HondaS2000-510050-2006
510052,2006,13308,2006ChevroletOptra-510052-2006
510052,2006,97158,2006SuzukiReno-510052-2006
510055,2006,69470,2006HyundaiAccent-510055-2006
510055,2006,56776,2006KiaRio-510055-2006
510056,2006,354012,2006FordFocus-510056-2006
510058,2006,277300,2006ChryslerPT Cruiser-510058-2006
510060,2006,464914,2006NissanAltima-510060-2006
510060,2006,139526,2006NissanMaxima-510060-2006
510061,2006,46334,2006MitsubishiLancer-510061-2006
510061,2006,235844,2006NissanSentra-510061-2006
510062,2006,65206,2006ScionxA-510062-2006
510062,2006,122612,2006ScionxB-510062-2006
510063,2006,132406,2006Mazda6-510063-2006
510063,2006,177876,2006ToyotaAvalon-510063-2006
510063,2006,896890,2006ToyotaCamry-510063-2006
510063,2006,259588,2006ToyotaHighlander-510063-2006
510063,2006,326538,2006ToyotaSienna-510063-2006
510070,2006,90442,2006PontiacVibe-510070-2006
510070,2006,158250,2006SciontC-510070-2006
510070,2006,774776,2006ToyotaCorolla-510070-2006
510072,2006,314790,2006FordEscape-510072-2006
510072,2006,53570,2006MazdaTribute-510072-2006
510072,2006,67882,2006MercuryMariner-510072-2006
510073,2006,142696,2006AcuraTL-510073-2006
510073,2006,76070,2006AcuraTSX-510073-2006
510073,2006,708882,2006HondaAccord-510073-2006
510074,2006,340056,2006HondaCR-V-510074-2006
510074,2006,103658,2006HondaElement-510074-2006
510076,2006,34764,2006HyundaiTiburon-510076-2006
510078,2006,197706,2006HyundaiElantra-510078-2006
510078,2006,34764,2006HyundaiTiburon-510078-2006
510078,2006,145114,2006KiaSpectra-510078-2006
510079,2006,46334,2006MitsubishiLancer-510079-2006
510079,2006,22986,2006MitsubishiOutlander-510079-2006
510080,2006,62582,2006BMWX3-510080-2006
510080,2006,24568,2006BMWZ4-510080-2006
510081,2006,62582,2006BMWX3-510081-2006
510081,2006,53596,2006BMWX5-510081-2006
510082,2006,21138,2006PorscheCayenne-510082-2006
510082,2006,20326,2006VolkswagenTouareg-510082-2006
510084,2006,53666,2006HyundaiAzera-510084-2006
510084,2006,19188,2006KiaAmanti-510084-2006
510085,2006,108242,2006AcuraMDX-510085-2006
510088,2006,100386,2006HondaRidgeline-510088-2006
510089,2006,633276,2006HondaCivic-510089-2006
510094,2006,140616,2006ToyotaYaris-510094-2006
510096,2006,188874,2006Mazda3-510096-2006
510096,2006,34218,2006Mazda5-510096-2006
510099,2006,10428,2006JaguarX-Type-510099-2006
511029,2006,340056,2006HondaCR-V-511029-2006
511031,2006,249016,2006ToyotaTundra-511031-2006
511032,2006,11750,2006JaguarS-Type-511032-2006
511033,2006,100386,2006HondaRidgeline-511033-2006
511039,2006,18686,2006MazdaRX-8-511039-2006
513067,2006,25382,2006BuickRainier-513067-2006
513067,2006,78034,2006CadillacEscalade-513067-2006
513067,2006,14038,2006CadillacEscalade EXT-513067-2006
513067,2006,187752,2006ChevroletColorado-513067-2006
513067,2006,915939,2006ChevroletSilverado 1500-513067-2006
513067,2006,322982,2006ChevroletTahoe-513067-2006
513067,2006,349594,2006ChevroletTrailblazer-513067-2006
513067,2006,47958,2006GMCCanyon-513067-2006
513067,2006,148904,2006GMCEnvoy-513067-2006
513067,2006,303460,2006GMCSierra 1500-513067-2006
513067,2006,142952,2006GMCYukon-513067-2006
